ibu_id,nama_ibu,tanggal_lahir,pendidikan,pekerjaan,alamat
I018789,Ibu_18789,2006-05-05,Tidak Sekolah,Pedagang,"Desa_174, Jember"
I018790,Ibu_18790,1987-08-26,D3,Karyawan,"Desa_187, Jember"
I018791,Ibu_18791,1981-11-30,SMA,Pedagang,"Desa_105, Jember"
I018792,Ibu_18792,2010-12-28,SMA,Pedagang,"Desa_6, Jember"
I018793,Ibu_18793,1995-10-30,SD,IRT,"Desa_160, Jember"
I018794,Ibu_18794,1998-05-19,Tidak Sekolah,Petani,"Desa_200, Jember"
I018795,Ibu_18795,2000-11-08,Tidak Sekolah,Tidak Bekerja,"Desa_176, Jember"
I018796,Ibu_18796,2000-09-15,Tidak Sekolah,Tidak Bekerja,"Desa_51, Jember"
I018797,Ibu_18797,1994-07-20,SD,Tidak Bekerja,"Desa_19, Jember"
I018798,Ibu_18798,1998-02-01,SMP,Pedagang,"Desa_74, Jember"
I018799,Ibu_18799,2000-10-18,SMA,Karyawan,"Desa_17, Jember"
I018800,Ibu_18800,2000-10-30,SD,Petani,"Desa_118, Jember"
I018801,Ibu_18801,2000-04-13,D3,Tidak Bekerja,"Desa_172, Jember"
I018802,Ibu_18802,1986-11-06,D3,Petani,"Desa_63, Jember"
I018803,Ibu_18803,1986-05-16,D3,Karyawan,"Desa_177, Jember"
I018804,Ibu_18804,1997-04-18,Tidak Sekolah,Karyawan,"Desa_64, Jember"
I018805,Ibu_18805,1998-10-27,Tidak Sekolah,Karyawan,"Desa_100, Jember"
I018806,Ibu_18806,1981-02-05,S1,Karyawan,"Desa_29, Jember"
I018807,Ibu_18807,1986-04-03,D3,Pedagang,"Desa_41, Jember"
I018808,Ibu_18808,1994-03-17,Tidak Sekolah,Karyawan,"Desa_60, Jember"
I018809,Ibu_18809,1997-02-09,Tidak Sekolah,IRT,"Desa_151, Jember"
I018810,Ibu_18810,2008-05-10,SD,Petani,"Desa_56, Jember"
I018811,Ibu_18811,1986-09-13,D3,IRT,"Desa_52, Jember"
I018812,Ibu_18812,1997-12-01,Tidak Sekolah,IRT,"Desa_141, Jember"
I018813,Ibu_18813,1996-05-27,D3,IRT,"Desa_24, Jember"
I018814,Ibu_18814,1980-08-16,SMP,Petani,"Desa_141, Jember"
I018815,Ibu_18815,1999-06-26,SMA,Petani,"Desa_152, Jember"
I018816,Ibu_18816,2009-09-07,D3,IRT,"Desa_66, Jember"
I018817,Ibu_18817,1987-10-01,D3,Petani,"Desa_88, Jember"
I018818,Ibu_18818,1986-10-10,D3,Petani,"Desa_162, Jember"
I018819,Ibu_18819,2006-08-06,SD,Tidak Bekerja,"Desa_72, Jember"
I018820,Ibu_18820,1988-04-01,SMA,Karyawan,"Desa_171, Jember"
I018821,Ibu_18821,1989-09-25,S1,Pedagang,"Desa_168, Jember"
I018822,Ibu_18822,1984-04-02,S1,Petani,"Desa_150, Jember"
I018823,Ibu_18823,1980-09-25,Tidak Sekolah,Pedagang,"Desa_114, Jember"
I018824,Ibu_18824,1997-07-20,S1,Petani,"Desa_90, Jember"
I018825,Ibu_18825,2001-03-08,D3,IRT,"Desa_21, Jember"
I018826,Ibu_18826,1986-09-21,SMP,Pedagang,"Desa_177, Jember"
I018827,Ibu_18827,1992-02-25,SMP,Pedagang,"Desa_175, Jember"
I018828,Ibu_18828,1995-02-17,S1,Tidak Bekerja,"Desa_87, Jember"
I018829,Ibu_18829,1988-11-14,S1,Petani,"Desa_41, Jember"
I018830,Ibu_18830,1980-12-21,SMA,Pedagang,"Desa_62, Jember"
I018831,Ibu_18831,2002-04-23,Tidak Sekolah,Pedagang,"Desa_198, Jember"
I018832,Ibu_18832,1997-08-05,S1,Pedagang,"Desa_136, Jember"
I018833,Ibu_18833,1987-02-06,SD,Karyawan,"Desa_175, Jember"
I018834,Ibu_18834,1993-08-12,Tidak Sekolah,Pedagang,"Desa_88, Jember"
I018835,Ibu_18835,2004-08-22,SD,Tidak Bekerja,"Desa_144, Jember"
I018836,Ibu_18836,1992-06-15,SMP,Tidak Bekerja,"Desa_148, Jember"
I018837,Ibu_18837,1990-03-20,S1,Tidak Bekerja,"Desa_113, Jember"
I018838,Ibu_18838,1988-07-09,SMA,Petani,"Desa_39, Jember"
I018839,Ibu_18839,2001-10-28,SMP,Tidak Bekerja,"Desa_90, Jember"
I018840,Ibu_18840,2007-03-22,SMA,Karyawan,"Desa_6, Jember"
I018841,Ibu_18841,2012-06-18,SMP,Tidak Bekerja,"Desa_198, Jember"
I018842,Ibu_18842,2002-05-22,D3,Petani,"Desa_98, Jember"
I018843,Ibu_18843,1999-06-01,D3,Tidak Bekerja,"Desa_117, Jember"
I018844,Ibu_18844,1999-07-08,SMP,Petani,"Desa_183, Jember"
I018845,Ibu_18845,1987-03-03,SMP,Pedagang,"Desa_20, Jember"
I018846,Ibu_18846,2001-11-10,SD,Petani,"Desa_58, Jember"
I018847,Ibu_18847,2009-11-12,SMA,Pedagang,"Desa_37, Jember"
I018848,Ibu_18848,1982-09-06,SMA,Pedagang,"Desa_35, Jember"
I018849,Ibu_18849,1995-11-07,S1,Petani,"Desa_175, Jember"
I018850,Ibu_18850,1984-10-02,D3,IRT,"Desa_195, Jember"
I018851,Ibu_18851,1983-01-01,SMP,Tidak Bekerja,"Desa_57, Jember"
I018852,Ibu_18852,1994-07-02,Tidak Sekolah,Petani,"Desa_116, Jember"
I018853,Ibu_18853,2011-09-02,D3,Pedagang,"Desa_181, Jember"
I018854,Ibu_18854,2001-05-20,SMA,Petani,"Desa_191, Jember"
I018855,Ibu_18855,2007-04-07,SMP,Pedagang,"Desa_5, Jember"
I018856,Ibu_18856,1992-12-23,S1,Petani,"Desa_149, Jember"
I018857,Ibu_18857,1986-05-06,Tidak Sekolah,IRT,"Desa_5, Jember"
I018858,Ibu_18858,1990-07-19,D3,Pedagang,"Desa_61, Jember"
I018859,Ibu_18859,2003-04-09,SMP,IRT,"Desa_27, Jember"
I018860,Ibu_18860,2002-03-03,S1,Karyawan,"Desa_62, Jember"
I018861,Ibu_18861,1989-09-15,S1,Petani,"Desa_80, Jember"
I018862,Ibu_18862,1998-09-04,SMA,Pedagang,"Desa_101, Jember"
I018863,Ibu_18863,2002-01-01,S1,Karyawan,"Desa_80, Jember"
I018864,Ibu_18864,1980-07-31,SMA,Karyawan,"Desa_75, Jember"
I018865,Ibu_18865,1993-10-25,S1,IRT,"Desa_59, Jember"
I018866,Ibu_18866,2008-04-29,SMA,Karyawan,"Desa_155, Jember"
I018867,Ibu_18867,1987-02-11,SD,Tidak Bekerja,"Desa_3, Jember"
I018868,Ibu_18868,1995-03-10,SMP,Tidak Bekerja,"Desa_180, Jember"
I018869,Ibu_18869,2008-04-12,S1,Tidak Bekerja,"Desa_22, Jember"
I018870,Ibu_18870,1993-12-07,S1,Petani,"Desa_85, Jember"
I018871,Ibu_18871,2010-09-07,SMA,Pedagang,"Desa_174, Jember"
I018872,Ibu_18872,2007-09-29,SMA,Karyawan,"Desa_59, Jember"
I018873,Ibu_18873,1999-03-30,Tidak Sekolah,IRT,"Desa_57, Jember"
I018874,Ibu_18874,2007-06-08,SMA,Pedagang,"Desa_148, Jember"
I018875,Ibu_18875,1985-06-19,D3,Karyawan,"Desa_86, Jember"
I018876,Ibu_18876,2006-11-15,SMA,Pedagang,"Desa_144, Jember"
I018877,Ibu_18877,1985-10-21,D3,Karyawan,"Desa_58, Jember"
I018878,Ibu_18878,2003-10-04,Tidak Sekolah,IRT,"Desa_49, Jember"
I018879,Ibu_18879,1992-08-23,Tidak Sekolah,IRT,"Desa_178, Jember"
I018880,Ibu_18880,1995-04-20,SMA,Tidak Bekerja,"Desa_35, Jember"
I018881,Ibu_18881,2012-07-05,SMP,IRT,"Desa_171, Jember"
I018882,Ibu_18882,1996-09-30,SD,IRT,"Desa_109, Jember"
I018883,Ibu_18883,2010-11-19,D3,IRT,"Desa_93, Jember"
I018884,Ibu_18884,1985-09-30,SD,Petani,"Desa_11, Jember"
I018885,Ibu_18885,1996-07-29,S1,IRT,"Desa_158, Jember"
I018886,Ibu_18886,2005-05-11,D3,Petani,"Desa_4, Jember"
I018887,Ibu_18887,2001-03-29,SMP,Petani,"Desa_31, Jember"
I018888,Ibu_18888,1982-10-31,SD,IRT,"Desa_45, Jember"
I018889,Ibu_18889,1980-10-17,SD,Petani,"Desa_136, Jember"
I018890,Ibu_18890,2000-01-20,SMP,Petani,"Desa_19, Jember"
I018891,Ibu_18891,1996-08-06,Tidak Sekolah,Tidak Bekerja,"Desa_130, Jember"
I018892,Ibu_18892,1998-09-15,SD,Pedagang,"Desa_79, Jember"
I018893,Ibu_18893,1991-01-15,SD,Pedagang,"Desa_167, Jember"
I018894,Ibu_18894,1989-05-24,Tidak Sekolah,IRT,"Desa_137, Jember"
I018895,Ibu_18895,1994-08-19,SMP,Petani,"Desa_157, Jember"
I018896,Ibu_18896,2010-11-15,Tidak Sekolah,IRT,"Desa_57, Jember"
I018897,Ibu_18897,1990-06-21,D3,Karyawan,"Desa_163, Jember"
I018898,Ibu_18898,1994-01-07,SMP,Tidak Bekerja,"Desa_100, Jember"
I018899,Ibu_18899,2008-06-07,D3,Tidak Bekerja,"Desa_77, Jember"
I018900,Ibu_18900,2001-05-11,Tidak Sekolah,Petani,"Desa_86, Jember"
I018901,Ibu_18901,1992-08-01,D3,Petani,"Desa_154, Jember"
I018902,Ibu_18902,2004-11-23,SMP,Petani,"Desa_16, Jember"
I018903,Ibu_18903,1995-04-14,Tidak Sekolah,Petani,"Desa_64, Jember"
I018904,Ibu_18904,2005-11-22,Tidak Sekolah,Tidak Bekerja,"Desa_173, Jember"
I018905,Ibu_18905,1994-11-07,SMP,Pedagang,"Desa_14, Jember"
I018906,Ibu_18906,2011-04-29,SMA,Pedagang,"Desa_196, Jember"
I018907,Ibu_18907,1988-09-19,Tidak Sekolah,IRT,"Desa_15, Jember"
I018908,Ibu_18908,1985-09-13,D3,Pedagang,"Desa_100, Jember"
I018909,Ibu_18909,1994-06-08,Tidak Sekolah,Petani,"Desa_120, Jember"
I018910,Ibu_18910,2008-05-18,D3,Petani,"Desa_148, Jember"
I018911,Ibu_18911,2005-09-02,SMP,Karyawan,"Desa_152, Jember"
I018912,Ibu_18912,1990-04-08,Tidak Sekolah,Petani,"Desa_18, Jember"
I018913,Ibu_18913,2011-10-06,Tidak Sekolah,Petani,"Desa_168, Jember"
I018914,Ibu_18914,2006-08-05,SMP,Karyawan,"Desa_52, Jember"
I018915,Ibu_18915,2007-05-03,SMP,Petani,"Desa_73, Jember"
I018916,Ibu_18916,1990-08-19,Tidak Sekolah,IRT,"Desa_105, Jember"
I018917,Ibu_18917,1991-03-05,SMP,Pedagang,"Desa_144, Jember"
I018918,Ibu_18918,2001-12-01,SMA,Pedagang,"Desa_189, Jember"
I018919,Ibu_18919,2005-04-08,S1,Pedagang,"Desa_11, Jember"
I018920,Ibu_18920,2001-01-26,D3,Petani,"Desa_98, Jember"
I018921,Ibu_18921,1980-11-13,SMA,Karyawan,"Desa_161, Jember"
I018922,Ibu_18922,1994-01-22,S1,IRT,"Desa_8, Jember"
I018923,Ibu_18923,2002-12-02,SMP,Pedagang,"Desa_99, Jember"
I018924,Ibu_18924,1984-04-15,S1,IRT,"Desa_89, Jember"
I018925,Ibu_18925,1997-03-25,SD,Pedagang,"Desa_102, Jember"
I018926,Ibu_18926,1986-08-27,D3,Pedagang,"Desa_17, Jember"
I018927,Ibu_18927,2007-12-22,Tidak Sekolah,IRT,"Desa_38, Jember"
I018928,Ibu_18928,1994-06-05,D3,Tidak Bekerja,"Desa_29, Jember"
I018929,Ibu_18929,1983-08-25,SD,Karyawan,"Desa_173, Jember"
I018930,Ibu_18930,2003-09-27,SD,Karyawan,"Desa_127, Jember"
I018931,Ibu_18931,2002-01-08,S1,Tidak Bekerja,"Desa_80, Jember"
I018932,Ibu_18932,2000-10-02,SD,Karyawan,"Desa_121, Jember"
I018933,Ibu_18933,2007-01-11,SD,Karyawan,"Desa_36, Jember"
I018934,Ibu_18934,2012-08-24,S1,Tidak Bekerja,"Desa_106, Jember"
I018935,Ibu_18935,1991-12-07,SD,Tidak Bekerja,"Desa_125, Jember"
I018936,Ibu_18936,1983-01-01,SMA,IRT,"Desa_47, Jember"
I018937,Ibu_18937,2000-02-29,S1,IRT,"Desa_55, Jember"
I018938,Ibu_18938,1997-06-22,S1,IRT,"Desa_78, Jember"
I018939,Ibu_18939,1988-08-31,D3,Pedagang,"Desa_10, Jember"
I018940,Ibu_18940,1992-05-22,D3,Tidak Bekerja,"Desa_112, Jember"
I018941,Ibu_18941,2011-12-07,Tidak Sekolah,IRT,"Desa_139, Jember"
I018942,Ibu_18942,1986-06-02,Tidak Sekolah,Petani,"Desa_140, Jember"
I018943,Ibu_18943,1996-04-26,SD,Petani,"Desa_184, Jember"
I018944,Ibu_18944,1982-08-25,Tidak Sekolah,Karyawan,"Desa_113, Jember"
I018945,Ibu_18945,2001-04-01,D3,Tidak Bekerja,"Desa_128, Jember"
I018946,Ibu_18946,1991-01-23,SMP,Pedagang,"Desa_39, Jember"
I018947,Ibu_18947,1990-01-07,Tidak Sekolah,Petani,"Desa_124, Jember"
I018948,Ibu_18948,2008-05-25,SMP,Petani,"Desa_199, Jember"
I018949,Ibu_18949,1980-02-20,D3,Petani,"Desa_87, Jember"
I018950,Ibu_18950,1994-09-05,SMA,Karyawan,"Desa_164, Jember"
I018951,Ibu_18951,1995-12-23,SMA,Petani,"Desa_51, Jember"
I018952,Ibu_18952,2007-11-03,D3,Pedagang,"Desa_141, Jember"
I018953,Ibu_18953,2001-08-24,S1,Pedagang,"Desa_107, Jember"
I018954,Ibu_18954,2005-03-15,S1,Pedagang,"Desa_100, Jember"
I018955,Ibu_18955,1986-07-22,Tidak Sekolah,Karyawan,"Desa_141, Jember"
I018956,Ibu_18956,1992-03-26,Tidak Sekolah,Tidak Bekerja,"Desa_153, Jember"
I018957,Ibu_18957,1994-05-10,SMP,IRT,"Desa_177, Jember"
I018958,Ibu_18958,2001-09-28,Tidak Sekolah,Petani,"Desa_125, Jember"
I018959,Ibu_18959,1994-02-03,D3,Petani,"Desa_182, Jember"
I018960,Ibu_18960,2007-02-16,S1,Karyawan,"Desa_15, Jember"
I018961,Ibu_18961,2004-01-21,SMA,Tidak Bekerja,"Desa_114, Jember"
I018962,Ibu_18962,1988-12-21,S1,Petani,"Desa_54, Jember"
I018963,Ibu_18963,2008-12-20,SMA,IRT,"Desa_187, Jember"
I018964,Ibu_18964,1988-06-10,Tidak Sekolah,IRT,"Desa_77, Jember"
I018965,Ibu_18965,2006-10-21,SMA,Pedagang,"Desa_166, Jember"
I018966,Ibu_18966,2007-02-21,SD,Karyawan,"Desa_33, Jember"
I018967,Ibu_18967,1985-05-26,D3,IRT,"Desa_27, Jember"
I018968,Ibu_18968,1993-04-05,D3,Tidak Bekerja,"Desa_138, Jember"
I018969,Ibu_18969,1982-09-19,SD,Karyawan,"Desa_5, Jember"
I018970,Ibu_18970,1988-09-28,S1,Petani,"Desa_187, Jember"
I018971,Ibu_18971,2003-06-26,Tidak Sekolah,Petani,"Desa_194, Jember"
I018972,Ibu_18972,2002-08-12,SD,Petani,"Desa_131, Jember"
I018973,Ibu_18973,1992-09-01,S1,Tidak Bekerja,"Desa_158, Jember"
I018974,Ibu_18974,1991-02-18,SMP,IRT,"Desa_174, Jember"
I018975,Ibu_18975,1996-11-12,D3,Pedagang,"Desa_53, Jember"
I018976,Ibu_18976,1998-12-22,SD,Pedagang,"Desa_28, Jember"
I018977,Ibu_18977,2011-06-06,D3,Pedagang,"Desa_102, Jember"
I018978,Ibu_18978,1980-06-27,SMA,Pedagang,"Desa_155, Jember"
I018979,Ibu_18979,1993-05-17,Tidak Sekolah,Petani,"Desa_130, Jember"
I018980,Ibu_18980,1991-09-16,Tidak Sekolah,Karyawan,"Desa_35, Jember"
I018981,Ibu_18981,1989-02-28,Tidak Sekolah,Tidak Bekerja,"Desa_52, Jember"
I018982,Ibu_18982,1986-06-18,SMA,Karyawan,"Desa_185, Jember"
I018983,Ibu_18983,1993-04-13,Tidak Sekolah,Karyawan,"Desa_128, Jember"
I018984,Ibu_18984,1981-02-18,S1,Petani,"Desa_148, Jember"
I018985,Ibu_18985,1981-04-17,SD,Karyawan,"Desa_198, Jember"
I018986,Ibu_18986,2009-03-25,SD,IRT,"Desa_152, Jember"
I018987,Ibu_18987,2008-11-20,SMA,Petani,"Desa_191, Jember"
I018988,Ibu_18988,1998-11-26,SMA,Petani,"Desa_96, Jember"
I018989,Ibu_18989,1983-07-13,D3,Pedagang,"Desa_63, Jember"
I018990,Ibu_18990,1996-07-14,SMP,Karyawan,"Desa_183, Jember"
I018991,Ibu_18991,2000-11-08,Tidak Sekolah,Pedagang,"Desa_78, Jember"
I018992,Ibu_18992,1986-08-15,SMA,IRT,"Desa_35, Jember"
I018993,Ibu_18993,2000-01-14,D3,Tidak Bekerja,"Desa_175, Jember"
I018994,Ibu_18994,2008-01-28,D3,Petani,"Desa_163, Jember"
I018995,Ibu_18995,1997-02-19,S1,IRT,"Desa_8, Jember"
I018996,Ibu_18996,2004-11-27,SMA,Tidak Bekerja,"Desa_85, Jember"
I018997,Ibu_18997,1987-01-15,SMA,Tidak Bekerja,"Desa_106, Jember"
I018998,Ibu_18998,2006-08-21,D3,Tidak Bekerja,"Desa_104, Jember"
I018999,Ibu_18999,1999-12-03,SMP,Tidak Bekerja,"Desa_129, Jember"
I019000,Ibu_19000,1994-02-02,Tidak Sekolah,Karyawan,"Desa_6, Jember"
I019001,Ibu_19001,1984-10-31,SMP,Tidak Bekerja,"Desa_117, Jember"
I019002,Ibu_19002,1992-04-08,S1,Tidak Bekerja,"Desa_58, Jember"
I019003,Ibu_19003,2000-06-14,D3,IRT,"Desa_92, Jember"
I019004,Ibu_19004,1992-05-18,S1,Tidak Bekerja,"Desa_44, Jember"
I019005,Ibu_19005,1988-11-14,SD,Pedagang,"Desa_102, Jember"
I019006,Ibu_19006,2011-09-06,Tidak Sekolah,IRT,"Desa_116, Jember"
I019007,Ibu_19007,2007-03-17,Tidak Sekolah,Karyawan,"Desa_82, Jember"
I019008,Ibu_19008,2000-05-02,SMA,Tidak Bekerja,"Desa_100, Jember"
I019009,Ibu_19009,1992-10-09,SMP,Karyawan,"Desa_91, Jember"
I019010,Ibu_19010,1987-04-22,S1,Karyawan,"Desa_46, Jember"
I019011,Ibu_19011,2006-04-22,S1,Tidak Bekerja,"Desa_160, Jember"
I019012,Ibu_19012,1985-10-06,SD,Karyawan,"Desa_194, Jember"
I019013,Ibu_19013,1994-06-24,Tidak Sekolah,Tidak Bekerja,"Desa_174, Jember"
I019014,Ibu_19014,1980-10-04,SMA,Tidak Bekerja,"Desa_181, Jember"
I019015,Ibu_19015,1985-07-23,D3,Tidak Bekerja,"Desa_139, Jember"
I019016,Ibu_19016,1982-05-08,D3,Tidak Bekerja,"Desa_2, Jember"
I019017,Ibu_19017,1994-08-24,SMA,Petani,"Desa_96, Jember"
I019018,Ibu_19018,2004-10-14,SD,Tidak Bekerja,"Desa_63, Jember"
I019019,Ibu_19019,2001-05-26,S1,IRT,"Desa_167, Jember"
I019020,Ibu_19020,1996-07-17,SMP,Tidak Bekerja,"Desa_10, Jember"
I019021,Ibu_19021,1986-05-11,D3,IRT,"Desa_50, Jember"
I019022,Ibu_19022,1994-02-21,S1,Tidak Bekerja,"Desa_102, Jember"
I019023,Ibu_19023,2012-04-26,SMA,Pedagang,"Desa_31, Jember"
I019024,Ibu_19024,1996-10-27,Tidak Sekolah,Tidak Bekerja,"Desa_3, Jember"
I019025,Ibu_19025,2004-09-04,D3,Karyawan,"Desa_5, Jember"
I019026,Ibu_19026,1981-02-21,D3,Pedagang,"Desa_69, Jember"
I019027,Ibu_19027,2008-03-17,SD,Karyawan,"Desa_161, Jember"
I019028,Ibu_19028,1999-06-24,S1,IRT,"Desa_112, Jember"
I019029,Ibu_19029,2008-12-28,S1,Petani,"Desa_162, Jember"
I019030,Ibu_19030,1994-07-12,S1,Petani,"Desa_6, Jember"
I019031,Ibu_19031,1997-09-28,S1,IRT,"Desa_188, Jember"
I019032,Ibu_19032,1987-12-26,SMP,Tidak Bekerja,"Desa_86, Jember"
I019033,Ibu_19033,1994-08-26,D3,IRT,"Desa_28, Jember"
I019034,Ibu_19034,2007-07-02,SMA,IRT,"Desa_1, Jember"
I019035,Ibu_19035,1981-07-19,SMP,Petani,"Desa_6, Jember"
I019036,Ibu_19036,2008-11-14,SMA,Pedagang,"Desa_25, Jember"
I019037,Ibu_19037,1992-09-09,SMA,IRT,"Desa_145, Jember"
I019038,Ibu_19038,1994-07-14,SD,Pedagang,"Desa_184, Jember"
I019039,Ibu_19039,2005-05-16,S1,Pedagang,"Desa_160, Jember"
I019040,Ibu_19040,2005-07-02,D3,IRT,"Desa_88, Jember"
I019041,Ibu_19041,1981-10-07,S1,Karyawan,"Desa_1, Jember"
I019042,Ibu_19042,2002-12-14,SMA,Pedagang,"Desa_12, Jember"
I019043,Ibu_19043,1982-07-04,S1,Tidak Bekerja,"Desa_160, Jember"
I019044,Ibu_19044,2012-06-02,SMP,Karyawan,"Desa_143, Jember"
I019045,Ibu_19045,2012-03-04,S1,Petani,"Desa_191, Jember"
I019046,Ibu_19046,2012-01-05,SD,Karyawan,"Desa_121, Jember"
I019047,Ibu_19047,1985-11-30,D3,Petani,"Desa_44, Jember"
I019048,Ibu_19048,2002-04-12,SMP,Pedagang,"Desa_102, Jember"
I019049,Ibu_19049,1982-11-12,Tidak Sekolah,Petani,"Desa_70, Jember"
I019050,Ibu_19050,1983-01-17,SMA,Petani,"Desa_108, Jember"
I019051,Ibu_19051,1986-04-11,SD,Petani,"Desa_37, Jember"
I019052,Ibu_19052,1986-10-19,SMP,Karyawan,"Desa_116, Jember"
I019053,Ibu_19053,1984-08-02,SMP,IRT,"Desa_27, Jember"
I019054,Ibu_19054,2003-06-14,SD,Petani,"Desa_107, Jember"
I019055,Ibu_19055,1987-04-30,S1,Tidak Bekerja,"Desa_117, Jember"
I019056,Ibu_19056,2012-01-08,S1,Tidak Bekerja,"Desa_90, Jember"
I019057,Ibu_19057,1990-07-17,Tidak Sekolah,Tidak Bekerja,"Desa_34, Jember"
I019058,Ibu_19058,1984-02-14,S1,Karyawan,"Desa_3, Jember"
I019059,Ibu_19059,1996-02-29,Tidak Sekolah,Karyawan,"Desa_93, Jember"
I019060,Ibu_19060,1996-01-07,D3,Karyawan,"Desa_147, Jember"
I019061,Ibu_19061,1995-03-03,SMA,Tidak Bekerja,"Desa_63, Jember"
I019062,Ibu_19062,1983-08-22,D3,Karyawan,"Desa_196, Jember"
I019063,Ibu_19063,1998-07-05,S1,Tidak Bekerja,"Desa_188, Jember"
I019064,Ibu_19064,1995-05-31,Tidak Sekolah,Pedagang,"Desa_86, Jember"
I019065,Ibu_19065,1983-02-13,SMP,Tidak Bekerja,"Desa_68, Jember"
I019066,Ibu_19066,2002-02-02,SMA,Pedagang,"Desa_21, Jember"
I019067,Ibu_19067,1997-12-19,SMP,Petani,"Desa_95, Jember"
I019068,Ibu_19068,2004-06-14,SMA,IRT,"Desa_128, Jember"
I019069,Ibu_19069,1982-10-15,SMP,IRT,"Desa_188, Jember"
I019070,Ibu_19070,2003-07-15,SMA,Karyawan,"Desa_41, Jember"
I019071,Ibu_19071,1998-09-04,SMA,Petani,"Desa_61, Jember"
I019072,Ibu_19072,2008-10-15,S1,IRT,"Desa_149, Jember"
I019073,Ibu_19073,1997-10-05,D3,IRT,"Desa_127, Jember"
I019074,Ibu_19074,2011-02-27,S1,Karyawan,"Desa_67, Jember"
I019075,Ibu_19075,1986-12-14,SMA,Pedagang,"Desa_48, Jember"
I019076,Ibu_19076,2004-08-02,SMP,IRT,"Desa_65, Jember"
I019077,Ibu_19077,1984-01-05,SD,Pedagang,"Desa_119, Jember"
I019078,Ibu_19078,1989-04-18,SMP,Tidak Bekerja,"Desa_73, Jember"
I019079,Ibu_19079,2000-02-13,SD,Pedagang,"Desa_39, Jember"
I019080,Ibu_19080,1987-02-19,Tidak Sekolah,Karyawan,"Desa_167, Jember"
I019081,Ibu_19081,1985-03-03,SMA,Petani,"Desa_84, Jember"
I019082,Ibu_19082,1991-09-12,D3,Tidak Bekerja,"Desa_139, Jember"
I019083,Ibu_19083,1990-03-14,SD,Karyawan,"Desa_151, Jember"
I019084,Ibu_19084,1990-09-25,SMP,Pedagang,"Desa_25, Jember"
I019085,Ibu_19085,1982-07-14,S1,Pedagang,"Desa_160, Jember"
I019086,Ibu_19086,2008-12-02,D3,Petani,"Desa_149, Jember"
I019087,Ibu_19087,2010-08-29,SD,IRT,"Desa_182, Jember"
I019088,Ibu_19088,2005-01-06,SD,IRT,"Desa_81, Jember"
I019089,Ibu_19089,1981-01-31,S1,Pedagang,"Desa_158, Jember"
I019090,Ibu_19090,1982-05-09,S1,Pedagang,"Desa_126, Jember"
I019091,Ibu_19091,2008-11-02,SD,Karyawan,"Desa_194, Jember"
I019092,Ibu_19092,2011-04-12,SMP,Karyawan,"Desa_80, Jember"
I019093,Ibu_19093,1990-02-11,SMA,IRT,"Desa_110, Jember"
I019094,Ibu_19094,2001-06-21,SMA,IRT,"Desa_84, Jember"
I019095,Ibu_19095,1981-11-25,D3,Petani,"Desa_23, Jember"
I019096,Ibu_19096,1981-11-22,S1,IRT,"Desa_148, Jember"
I019097,Ibu_19097,1989-10-28,SMA,Petani,"Desa_137, Jember"
I019098,Ibu_19098,1990-06-08,D3,Karyawan,"Desa_76, Jember"
I019099,Ibu_19099,1986-11-05,D3,Pedagang,"Desa_109, Jember"
I019100,Ibu_19100,1986-03-05,SD,Tidak Bekerja,"Desa_175, Jember"
I019101,Ibu_19101,2002-06-15,SMA,Karyawan,"Desa_96, Jember"
I019102,Ibu_19102,1994-05-01,S1,IRT,"Desa_97, Jember"
I019103,Ibu_19103,1994-06-27,SD,Tidak Bekerja,"Desa_55, Jember"
I019104,Ibu_19104,1997-05-20,SMP,Tidak Bekerja,"Desa_191, Jember"
I019105,Ibu_19105,2008-06-14,D3,Tidak Bekerja,"Desa_29, Jember"
I019106,Ibu_19106,2010-01-24,D3,Pedagang,"Desa_102, Jember"
I019107,Ibu_19107,1997-10-02,SMA,Tidak Bekerja,"Desa_8, Jember"
I019108,Ibu_19108,1980-11-11,D3,Karyawan,"Desa_53, Jember"
I019109,Ibu_19109,2002-11-20,SMA,Tidak Bekerja,"Desa_48, Jember"
I019110,Ibu_19110,1992-12-28,D3,Karyawan,"Desa_165, Jember"
I019111,Ibu_19111,2002-01-29,D3,Tidak Bekerja,"Desa_144, Jember"
I019112,Ibu_19112,1981-01-20,Tidak Sekolah,Petani,"Desa_170, Jember"
I019113,Ibu_19113,2010-01-14,S1,Pedagang,"Desa_142, Jember"
I019114,Ibu_19114,2012-01-23,SD,Tidak Bekerja,"Desa_131, Jember"
I019115,Ibu_19115,2011-04-09,Tidak Sekolah,Pedagang,"Desa_151, Jember"
I019116,Ibu_19116,1998-08-12,Tidak Sekolah,Petani,"Desa_67, Jember"
I019117,Ibu_19117,2004-09-02,SD,Pedagang,"Desa_172, Jember"
I019118,Ibu_19118,1983-01-18,D3,Petani,"Desa_137, Jember"
I019119,Ibu_19119,1981-10-19,SD,Petani,"Desa_147, Jember"
I019120,Ibu_19120,1988-12-22,SMP,IRT,"Desa_124, Jember"
I019121,Ibu_19121,2006-06-14,SMP,Pedagang,"Desa_143, Jember"
I019122,Ibu_19122,1981-08-12,SD,Tidak Bekerja,"Desa_157, Jember"
I019123,Ibu_19123,1989-05-14,SMA,Pedagang,"Desa_78, Jember"
I019124,Ibu_19124,1990-04-18,SD,Pedagang,"Desa_27, Jember"
